Date,Product,Category,Price,Quantity,Revenue
2024-11-18,Fish 1kg,Proteins,3020,180,543600
2024-11-18,Eggs Crate,Proteins,2548,119,303212
2024-11-18,Detergent 1kg,Household,1858,86,159788
2024-11-18,Soap Bar,Household,222,104,23088
2024-11-18,Toothpaste 100ml,Household,4083,180,734940
2024-11-18,Tissue Roll Pack,Household,4703,150,705450
2024-11-19,Rice 5kg,Grains,2717,46,124982
2024-11-19,Beans 2kg,Grains,2465,134,330310
2024-11-19,Maize Flour 1kg,Grains,948,189,179172
2024-11-19,Garri 2kg,Grains,2522,126,317772
2024-11-19,Tomatoes 1kg,Vegetables,3219,77,247863
2024-11-19,Onions 1kg,Vegetables,3149,133,418817
2024-11-19,Pepper 0.5kg,Vegetables,1044,166,173304
2024-11-19,Spinach Bunch,Vegetables,3641,37,134717
2024-11-19,Milk 1L,Dairy,4796,28,134288
2024-11-19,Yoghurt 500ml,Dairy,1004,91,91364
2024-11-19,Butter 250g,Dairy,2143,83,177869
2024-11-19,Cheese 200g,Dairy,3640,87,316680
2024-11-19,Coke 50cl,Beverages,4104,95,389880
2024-11-19,Pepsi 50cl,Beverages,2467,142,350314
2024-11-19,Malt 33cl,Beverages,4309,198,853182
2024-11-19,Juice 1L,Beverages,593,113,67009
2024-11-19,Biscuits Pack,Snacks,1544,110,169840
2024-11-19,Chin Chin 500g,Snacks,1131,75,84825
2024-11-19,Plantain Chips 200g,Snacks,4881,180,878580
2024-11-19,Groundnut 500g,Snacks,253,35,8855
2024-11-19,Chicken 1kg,Proteins,3049,18,54882
2024-11-19,Beef 1kg,Proteins,1795,114,204630
2024-11-19,Fish 1kg,Proteins,3693,57,210501
2024-11-19,Eggs Crate,Proteins,1425,115,163875
2024-11-19,Detergent 1kg,Household,961,120,115320
2024-11-19,Soap Bar,Household,4530,12,54360
2024-11-19,Toothpaste 100ml,Household,2903,29,84187
2024-11-19,Tissue Roll Pack,Household,799,107,85493
2024-11-20,Rice 5kg,Grains,4442,148,657416
2024-11-20,Beans 2kg,Grains,450,170,76500
2024-11-20,Maize Flour 1kg,Grains,1666,54,89964
2024-11-20,Garri 2kg,Grains,223,24,5352
2024-11-20,Tomatoes 1kg,Vegetables,531,101,53631
2024-11-20,Onions 1kg,Vegetables,1626,121,196746
2024-11-20,Pepper 0.5kg,Vegetables,2758,199,548842
2024-11-20,Spinach Bunch,Vegetables,4653,193,898029
2024-11-20,Milk 1L,Dairy,2605,28,72940
2024-11-20,Yoghurt 500ml,Dairy,4930,27,133110
2024-11-20,Butter 250g,Dairy,3898,173,674354
2024-11-20,Cheese 200g,Dairy,413,65,26845
2024-11-20,Coke 50cl,Beverages,2270,20,45400
2024-11-20,Pepsi 50cl,Beverages,1594,195,310830
2024-11-20,Malt 33cl,Beverages,4096,173,708608
2024-11-20,Juice 1L,Beverages,1936,65,125840
2024-11-20,Biscuits Pack,Snacks,4736,195,923520
2024-11-20,Chin Chin 500g,Snacks,4876,68,331568
2024-11-20,Plantain Chips 200g,Snacks,1665,15,24975
2024-11-20,Groundnut 500g,Snacks,2884,198,571032
2024-11-20,Chicken 1kg,Proteins,2404,100,240400
2024-11-20,Beef 1kg,Proteins,2478,61,151158
2024-11-20,Fish 1kg,Proteins,963,44,42372
2024-11-20,Eggs Crate,Proteins,3029,83,251407
2024-11-20,Detergent 1kg,Household,1686,152,256272
2024-11-20,Soap Bar,Household,1846,160,295360
2024-11-20,Toothpaste 100ml,Household,3135,95,297825
2024-11-20,Tissue Roll Pack,Household,4432,161,713552
2024-11-21,Rice 5kg,Grains,3097,22,68134
2024-11-21,Beans 2kg,Grains,4440,93,412920
2024-11-21,Maize Flour 1kg,Grains,3175,194,615950
2024-11-21,Garri 2kg,Grains,1737,191,331767
2024-11-21,Tomatoes 1kg,Vegetables,3053,139,424367
2024-11-21,Onions 1kg,Vegetables,4860,155,753300
2024-11-21,Pepper 0.5kg,Vegetables,3215,97,311855
2024-11-21,Spinach Bunch,Vegetables,530,184,97520
2024-11-21,Milk 1L,Dairy,2174,51,110874
2024-11-21,Yoghurt 500ml,Dairy,4900,21,102900
2024-11-21,Butter 250g,Dairy,2061,121,249381
2024-11-21,Cheese 200g,Dairy,608,38,23104
2024-11-21,Coke 50cl,Beverages,4519,99,447381
2024-11-21,Pepsi 50cl,Beverages,4993,158,788894
2024-11-21,Malt 33cl,Beverages,3374,187,630938
2024-11-21,Juice 1L,Beverages,4051,18,72918
2024-11-21,Biscuits Pack,Snacks,2675,35,93625
2024-11-21,Chin Chin 500g,Snacks,3209,158,507022
2024-11-21,Plantain Chips 200g,Snacks,1778,146,259588
2024-11-21,Groundnut 500g,Snacks,4093,124,507532
2024-11-21,Chicken 1kg,Proteins,4924,179,881396
2024-11-21,Beef 1kg,Proteins,1805,28,50540
2024-11-21,Fish 1kg,Proteins,687,25,17175
2024-11-21,Eggs Crate,Proteins,4419,75,331425
2024-11-21,Detergent 1kg,Household,3018,13,39234
2024-11-21,Soap Bar,Household,4049,50,202450
2024-11-21,Toothpaste 100ml,Household,1135,29,32915
2024-11-21,Tissue Roll Pack,Household,3803,150,570450
2024-11-22,Rice 5kg,Grains,1617,52,84084
2024-11-22,Beans 2kg,Grains,3732,104,388128
2024-11-22,Maize Flour 1kg,Grains,1528,91,139048
2024-11-22,Garri 2kg,Grains,1169,40,46760
2024-11-22,Tomatoes 1kg,Vegetables,263,184,48392
2024-11-22,Onions 1kg,Vegetables,2545,30,76350
2024-11-22,Pepper 0.5kg,Vegetables,2928,75,219600
2024-11-22,Spinach Bunch,Vegetables,1372,99,135828
2024-11-22,Milk 1L,Dairy,3286,175,575050
2024-11-22,Yoghurt 500ml,Dairy,2593,183,474519
2024-11-22,Butter 250g,Dairy,1628,82,133496
2024-11-22,Cheese 200g,Dairy,2749,83,228167
2024-11-22,Coke 50cl,Beverages,4479,34,152286
2024-11-22,Pepsi 50cl,Beverages,2746,27,74142
2024-11-22,Malt 33cl,Beverages,3748,183,685884
2024-11-22,Juice 1L,Beverages,1212,66,79992
2024-11-22,Biscuits Pack,Snacks,4197,137,574989
2024-11-22,Chin Chin 500g,Snacks,2924,20,58480
2024-11-22,Plantain Chips 200g,Snacks,1900,114,216600
2024-11-22,Groundnut 500g,Snacks,3630,51,185130
2024-11-22,Chicken 1kg,Proteins,3877,58,224866
2024-11-22,Beef 1kg,Proteins,1271,173,219883
2024-11-22,Fish 1kg,Proteins,2281,30,68430
2024-11-22,Eggs Crate,Proteins,1498,60,89880
2024-11-22,Detergent 1kg,Household,1118,185,206830
2024-11-22,Soap Bar,Household,1012,118,119416
2024-11-22,Toothpaste 100ml,Household,4223,66,278718
2024-11-22,Tissue Roll Pack,Household,1613,16,25808
2024-11-23,Rice 5kg,Grains,3090,42,129780
2024-11-23,Beans 2kg,Grains,399,162,64638
2024-11-23,Maize Flour 1kg,Grains,2818,119,335342
2024-11-23,Garri 2kg,Grains,869,106,92114
2024-11-23,Tomatoes 1kg,Vegetables,3420,149,509580
2024-11-23,Onions 1kg,Vegetables,3974,30,119220
2024-11-23,Pepper 0.5kg,Vegetables,2237,61,136457
2024-11-23,Spinach Bunch,Vegetables,1303,192,250176
2024-11-23,Milk 1L,Dairy,4774,170,811580
2024-11-23,Yoghurt 500ml,Dairy,3607,18,64926
2024-11-23,Butter 250g,Dairy,2331,37,86247
2024-11-23,Cheese 200g,Dairy,2753,33,90849
2024-11-23,Coke 50cl,Beverages,3637,102,370974
2024-11-23,Pepsi 50cl,Beverages,4806,51,245106
2024-11-23,Malt 33cl,Beverages,1675,81,135675
2024-11-23,Juice 1L,Beverages,773,100,77300
2024-11-23,Biscuits Pack,Snacks,2117,58,122786
2024-11-23,Chin Chin 500g,Snacks,1812,23,41676
2024-11-23,Plantain Chips 200g,Snacks,3315,93,308295
2024-11-23,Groundnut 500g,Snacks,2359,183,431697
2024-11-23,Chicken 1kg,Proteins,4654,126,586404
2024-11-23,Beef 1kg,Proteins,4944,107,529008
2024-11-23,Fish 1kg,Proteins,4988,149,743212
2024-11-23,Eggs Crate,Proteins,2892,83,240036
2024-11-23,Detergent 1kg,Household,3703,72,266616
2024-11-23,Soap Bar,Household,4303,163,701389
2024-11-23,Toothpaste 100ml,Household,3050,199,606950
2024-11-23,Tissue Roll Pack,Household,4505,153,689265
2024-11-24,Rice 5kg,Grains,4477,158,707366
2024-11-24,Beans 2kg,Grains,2858,169,483002
2024-11-24,Maize Flour 1kg,Grains,3372,55,185460
2024-11-24,Garri 2kg,Grains,1575,137,215775
2024-11-24,Tomatoes 1kg,Vegetables,482,151,72782
2024-11-24,Onions 1kg,Vegetables,4255,109,463795
2024-11-24,Pepper 0.5kg,Vegetables,4699,119,559181
2024-11-24,Spinach Bunch,Vegetables,1839,88,161832
2024-11-24,Milk 1L,Dairy,3499,164,573836
2024-11-24,Yoghurt 500ml,Dairy,2488,18,44784
2024-11-24,Butter 250g,Dairy,1844,192,354048
2024-11-24,Cheese 200g,Dairy,4066,110,447260
2024-11-24,Coke 50cl,Beverages,2662,109,290158
2024-11-24,Pepsi 50cl,Beverages,514,43,22102
2024-11-24,Malt 33cl,Beverages,635,161,102235
2024-11-24,Juice 1L,Beverages,4297,112,481264
2024-11-24,Biscuits Pack,Snacks,3099,95,294405
2024-11-24,Chin Chin 500g,Snacks,3368,38,127984
2024-11-24,Plantain Chips 200g,Snacks,1952,32,62464
2024-11-24,Groundnut 500g,Snacks,2392,88,210496
2024-11-24,Chicken 1kg,Proteins,446,157,70022
2024-11-24,Beef 1kg,Proteins,3872,136,526592
2024-11-24,Fish 1kg,Proteins,1865,157,292805
2024-11-24,Eggs Crate,Proteins,2562,23,58926
2024-11-24,Detergent 1kg,Household,1111,115,127765
2024-11-24,Soap Bar,Household,4887,38,185706
2024-11-24,Toothpaste 100ml,Household,2861,11,31471
2024-11-24,Tissue Roll Pack,Household,4909,72,353448
2024-11-25,Rice 5kg,Grains,2257,32,72224
2024-11-25,Beans 2kg,Grains,1168,65,75920
2024-11-25,Maize Flour 1kg,Grains,1480,48,71040
2024-11-25,Garri 2kg,Grains,2347,129,302763
2024-11-25,Tomatoes 1kg,Vegetables,1633,163,266179
2024-11-25,Onions 1kg,Vegetables,2270,34,77180
2024-11-25,Pepper 0.5kg,Vegetables,2270,138,313260
2024-11-25,Spinach Bunch,Vegetables,988,24,23712
2024-11-25,Milk 1L,Dairy,4189,129,540381
2024-11-25,Yoghurt 500ml,Dairy,4822,111,535242
2024-11-25,Butter 250g,Dairy,3570,167,596190
2024-11-25,Cheese 200g,Dairy,1423,199,283177
2024-11-25,Coke 50cl,Beverages,2444,135,329940
2024-11-25,Pepsi 50cl,Beverages,912,65,59280
2024-11-25,Malt 33cl,Beverages,3959,188,744292
2024-11-25,Juice 1L,Beverages,2423,178,431294
2024-11-25,Biscuits Pack,Snacks,990,197,195030
2024-11-25,Chin Chin 500g,Snacks,1280,49,62720
2024-11-25,Plantain Chips 200g,Snacks,3657,35,127995
2024-11-25,Groundnut 500g,Snacks,2141,26,55666
2024-11-25,Chicken 1kg,Proteins,1634,72,117648
2024-11-25,Beef 1kg,Proteins,4956,181,897036
2024-11-25,Fish 1kg,Proteins,3505,80,280400
2024-11-25,Eggs Crate,Proteins,3943,179,705797
2024-11-25,Detergent 1kg,Household,546,75,40950
2024-11-25,Soap Bar,Household,4491,156,700596
2024-11-25,Toothpaste 100ml,Household,2818,120,338160
2024-11-25,Tissue Roll Pack,Household,2803,177,496131
2024-11-26,Rice 5kg,Grains,3374,60,202440
2024-11-26,Beans 2kg,Grains,2685,196,526260
2024-11-26,Maize Flour 1kg,Grains,3471,106,367926
2024-11-26,Garri 2kg,Grains,2818,58,163444
2024-11-26,Tomatoes 1kg,Vegetables,1637,173,283201
2024-11-26,Onions 1kg,Vegetables,4614,108,498312
2024-11-26,Pepper 0.5kg,Vegetables,1741,87,151467
2024-11-26,Spinach Bunch,Vegetables,3555,57,202635
2024-11-26,Milk 1L,Dairy,4830,172,830760
2024-11-26,Yoghurt 500ml,Dairy,4844,161,779884
2024-11-26,Butter 250g,Dairy,4272,178,760416
2024-11-26,Cheese 200g,Dairy,1946,95,184870
2024-11-26,Coke 50cl,Beverages,1611,190,306090
2024-11-26,Pepsi 50cl,Beverages,2755,177,487635
2024-11-26,Malt 33cl,Beverages,890,37,32930
2024-11-26,Juice 1L,Beverages,3855,159,612945
2024-11-26,Biscuits Pack,Snacks,1126,193,217318
2024-11-26,Chin Chin 500g,Snacks,3694,16,59104
2024-11-26,Plantain Chips 200g,Snacks,1095,102,111690
2024-11-26,Groundnut 500g,Snacks,954,153,145962
2024-11-26,Chicken 1kg,Proteins,2327,122,283894
2024-11-26,Beef 1kg,Proteins,1960,194,380240
2024-11-26,Fish 1kg,Proteins,1444,149,215156
2024-11-26,Eggs Crate,Proteins,4456,162,721872
2024-11-26,Detergent 1kg,Household,1069,185,197765
2024-11-26,Soap Bar,Household,291,165,48015
2024-11-26,Toothpaste 100ml,Household,1428,124,177072
2024-11-26,Tissue Roll Pack,Household,861,126,108486
2024-11-27,Rice 5kg,Grains,4907,156,765492
2024-11-27,Beans 2kg,Grains,2048,35,71680
2024-11-27,Maize Flour 1kg,Grains,4546,113,513698
2024-11-27,Garri 2kg,Grains,2035,145,295075
2024-11-27,Tomatoes 1kg,Vegetables,3310,161,532910
2024-11-27,Onions 1kg,Vegetables,1051,81,85131
2024-11-27,Pepper 0.5kg,Vegetables,965,143,137995
2024-11-27,Spinach Bunch,Vegetables,2071,104,215384
2024-11-27,Milk 1L,Dairy,939,31,29109
2024-11-27,Yoghurt 500ml,Dairy,4447,118,524746
2024-11-27,Butter 250g,Dairy,851,118,100418
2024-11-27,Cheese 200g,Dairy,1451,86,124786
2024-11-27,Coke 50cl,Beverages,1558,179,278882
2024-11-27,Pepsi 50cl,Beverages,1267,153,193851
2024-11-27,Malt 33cl,Beverages,340,183,62220
2024-11-27,Juice 1L,Beverages,4472,52,232544
2024-11-27,Biscuits Pack,Snacks,1085,125,135625
2024-11-27,Chin Chin 500g,Snacks,1888,98,185024
2024-11-27,Plantain Chips 200g,Snacks,2234,81,180954
2024-11-27,Groundnut 500g,Snacks,3806,124,471944
2024-11-27,Chicken 1kg,Proteins,1727,46,79442
2024-11-27,Beef 1kg,Proteins,2213,31,68603
2024-11-27,Fish 1kg,Proteins,2504,84,210336
2024-11-27,Eggs Crate,Proteins,454,36,16344
2024-11-27,Detergent 1kg,Household,3217,81,260577
2024-11-27,Soap Bar,Household,2126,105,223230
2024-11-27,Toothpaste 100ml,Household,2712,17,46104
2024-11-27,Tissue Roll Pack,Household,537,72,38664
2024-11-28,Rice 5kg,Grains,1252,172,215344
2024-11-28,Beans 2kg,Grains,4475,174,778650
2024-11-28,Maize Flour 1kg,Grains,3553,49,174097
2024-11-28,Garri 2kg,Grains,3269,194,634186
2024-11-28,Tomatoes 1kg,Vegetables,381,84,32004
2024-11-28,Onions 1kg,Vegetables,2536,199,504664
2024-11-28,Pepper 0.5kg,Vegetables,4360,67,292120
2024-11-28,Spinach Bunch,Vegetables,1878,35,65730
2024-11-28,Milk 1L,Dairy,921,195,179595
2024-11-28,Yoghurt 500ml,Dairy,4439,140,621460
2024-11-28,Butter 250g,Dairy,4489,107,480323
2024-11-28,Cheese 200g,Dairy,438,53,23214
2024-11-28,Coke 50cl,Beverages,3391,175,593425
2024-11-28,Pepsi 50cl,Beverages,616,194,119504
2024-11-28,Malt 33cl,Beverages,3744,118,441792
2024-11-28,Juice 1L,Beverages,4917,183,899811
2024-11-28,Biscuits Pack,Snacks,1828,133,243124
2024-11-28,Chin Chin 500g,Snacks,3833,12,45996
2024-11-28,Plantain Chips 200g,Snacks,232,60,13920
2024-11-28,Groundnut 500g,Snacks,3435,165,566775
2024-11-28,Chicken 1kg,Proteins,4413,113,498669
2024-11-28,Beef 1kg,Proteins,2458,200,491600
2024-11-28,Fish 1kg,Proteins,4016,52,208832
2024-11-28,Eggs Crate,Proteins,4328,33,142824
2024-11-28,Detergent 1kg,Household,2515,128,321920
2024-11-28,Soap Bar,Household,2200,137,301400
2024-11-28,Toothpaste 100ml,Household,4621,64,295744
2024-11-28,Tissue Roll Pack,Household,4323,30,129690
2024-11-29,Rice 5kg,Grains,3594,98,352212
2024-11-29,Beans 2kg,Grains,2489,16,39824
2024-11-29,Maize Flour 1kg,Grains,3759,142,533778
2024-11-29,Garri 2kg,Grains,363,141,51183
2024-11-29,Tomatoes 1kg,Vegetables,3637,139,505543
2024-11-29,Onions 1kg,Vegetables,1710,105,179550
2024-11-29,Pepper 0.5kg,Vegetables,3114,180,560520
2024-11-29,Spinach Bunch,Vegetables,1631,123,200613
2024-11-29,Milk 1L,Dairy,4568,186,849648
2024-11-29,Yoghurt 500ml,Dairy,1728,63,108864
2024-11-29,Butter 250g,Dairy,1800,107,192600
2024-11-29,Cheese 200g,Dairy,2296,94,215824
2024-11-29,Coke 50cl,Beverages,2520,144,362880
2024-11-29,Pepsi 50cl,Beverages,4565,95,433675
2024-11-29,Malt 33cl,Beverages,3766,108,406728
2024-11-29,Juice 1L,Beverages,2957,10,29570
2024-11-29,Biscuits Pack,Snacks,731,39,28509
2024-11-29,Chin Chin 500g,Snacks,856,185,158360
2024-11-29,Plantain Chips 200g,Snacks,4314,198,854172
2024-11-29,Groundnut 500g,Snacks,1347,68,91596
2024-11-29,Chicken 1kg,Proteins,332,141,46812
2024-11-29,Beef 1kg,Proteins,2265,138,312570
2024-11-29,Fish 1kg,Proteins,4574,169,773006
2024-11-29,Eggs Crate,Proteins,4275,187,799425
2024-11-29,Detergent 1kg,Household,479,188,90052
2024-11-29,Soap Bar,Household,4344,75,325800
2024-11-29,Toothpaste 100ml,Household,1792,170,304640
2024-11-29,Tissue Roll Pack,Household,1360,97,131920
2024-11-30,Rice 5kg,Grains,901,99,89199
2024-11-30,Beans 2kg,Grains,3253,116,377348
2024-11-30,Maize Flour 1kg,Grains,3710,143,530530
2024-11-30,Garri 2kg,Grains,4916,48,235968
2024-11-30,Tomatoes 1kg,Vegetables,2946,77,226842
2024-11-30,Onions 1kg,Vegetables,3995,159,635205
2024-11-30,Pepper 0.5kg,Vegetables,4132,159,656988
2024-11-30,Spinach Bunch,Vegetables,1419,118,167442
2024-11-30,Milk 1L,Dairy,4860,129,626940
2024-11-30,Yoghurt 500ml,Dairy,2509,111,278499
2024-11-30,Butter 250g,Dairy,3446,97,334262
2024-11-30,Cheese 200g,Dairy,1691,134,226594
2024-11-30,Coke 50cl,Beverages,1951,113,220463
2024-11-30,Pepsi 50cl,Beverages,277,186,51522
2024-11-30,Malt 33cl,Beverages,4752,168,798336
2024-11-30,Juice 1L,Beverages,373,80,29840
2024-11-30,Biscuits Pack,Snacks,3487,99,345213
2024-11-30,Chin Chin 500g,Snacks,2541,106,269346
2024-11-30,Plantain Chips 200g,Snacks,1010,133,134330
2024-11-30,Groundnut 500g,Snacks,3956,64,253184
2024-11-30,Chicken 1kg,Proteins,4321,30,129630
2024-11-30,Beef 1kg,Proteins,1315,136,178840
2024-11-30,Fish 1kg,Proteins,310,155,48050
2024-11-30,Eggs Crate,Proteins,2520,39,98280
2024-11-30,Detergent 1kg,Household,519,188,97572
2024-11-30,Soap Bar,Household,357,193,68901
2024-11-30,Toothpaste 100ml,Household,4840,119,575960
2024-11-30,Tissue Roll Pack,Household,3826,124,474424
2024-12-01,Rice 5kg,Grains,815,187,152405
2024-12-01,Beans 2kg,Grains,4621,150,693150
2024-12-01,Maize Flour 1kg,Grains,1397,78,108966
2024-12-01,Garri 2kg,Grains,441,106,46746
2024-12-01,Tomatoes 1kg,Vegetables,868,184,159712
2024-12-01,Onions 1kg,Vegetables,2240,27,60480
2024-12-01,Pepper 0.5kg,Vegetables,469,169,79261
2024-12-01,Spinach Bunch,Vegetables,3199,190,607810
2024-12-01,Milk 1L,Dairy,1029,89,91581
2024-12-01,Yoghurt 500ml,Dairy,4834,196,947464
2024-12-01,Butter 250g,Dairy,2457,181,444717
2024-12-01,Cheese 200g,Dairy,1279,195,249405
2024-12-01,Coke 50cl,Beverages,971,79,76709
2024-12-01,Pepsi 50cl,Beverages,4316,119,513604
2024-12-01,Malt 33cl,Beverages,2347,149,349703
2024-12-01,Juice 1L,Beverages,4496,149,669904
2024-12-01,Biscuits Pack,Snacks,1935,64,123840
2024-12-01,Chin Chin 500g,Snacks,3673,186,683178
2024-12-01,Plantain Chips 200g,Snacks,2501,168,420168
2024-12-01,Groundnut 500g,Snacks,2715,153,415395
2024-12-01,Chicken 1kg,Proteins,4148,100,414800
2024-12-01,Beef 1kg,Proteins,4668,62,289416
2024-12-01,Fish 1kg,Proteins,1754,167,292918
2024-12-01,Eggs Crate,Proteins,1881,141,265221
2024-12-01,Detergent 1kg,Household,2447,139,340133
2024-12-01,Soap Bar,Household,4808,58,278864
2024-12-01,Toothpaste 100ml,Household,3270,54,176580
2024-12-01,Tissue Roll Pack,Household,4385,186,815610
2024-12-02,Rice 5kg,Grains,4565,97,442805
2024-12-02,Beans 2kg,Grains,2079,82,170478
2024-12-02,Maize Flour 1kg,Grains,4593,67,307731
2024-12-02,Garri 2kg,Grains,855,88,75240
2024-12-02,Tomatoes 1kg,Vegetables,3869,87,336603
2024-12-02,Onions 1kg,Vegetables,1185,24,28440
2024-12-02,Pepper 0.5kg,Vegetables,941,143,134563
2024-12-02,Spinach Bunch,Vegetables,494,47,23218
2024-12-02,Milk 1L,Dairy,2597,70,181790
2024-12-02,Yoghurt 500ml,Dairy,4655,159,740145
2024-12-02,Butter 250g,Dairy,4489,24,107736
2024-12-02,Cheese 200g,Dairy,407,137,55759
2024-12-02,Coke 50cl,Beverages,1829,81,148149
2024-12-02,Pepsi 50cl,Beverages,3814,183,697962
2024-12-02,Malt 33cl,Beverages,4528,127,575056
2024-12-02,Juice 1L,Beverages,2336,50,116800
2024-12-02,Biscuits Pack,Snacks,3371,41,138211
2024-12-02,Chin Chin 500g,Snacks,624,39,24336
2024-12-02,Plantain Chips 200g,Snacks,4099,125,512375
2024-12-02,Groundnut 500g,Snacks,4957,91,451087
2024-12-02,Chicken 1kg,Proteins,607,146,88622
2024-12-02,Beef 1kg,Proteins,1246,118,147028
2024-12-02,Fish 1kg,Proteins,2829,110,311190
2024-12-02,Eggs Crate,Proteins,4569,44,201036
2024-12-02,Detergent 1kg,Household,3365,185,622525
2024-12-02,Soap Bar,Household,3897,136,529992
2024-12-02,Toothpaste 100ml,Household,3593,141,506613
2024-12-02,Tissue Roll Pack,Household,2245,75,168375
2024-12-03,Rice 5kg,Grains,3745,12,44940
2024-12-03,Beans 2kg,Grains,1953,134,261702
2024-12-03,Maize Flour 1kg,Grains,1754,162,284148
2024-12-03,Garri 2kg,Grains,516,174,89784
2024-12-03,Tomatoes 1kg,Vegetables,626,185,115810
2024-12-03,Onions 1kg,Vegetables,250,45,11250
2024-12-03,Pepper 0.5kg,Vegetables,2997,44,131868
2024-12-03,Spinach Bunch,Vegetables,3788,10,37880
2024-12-03,Milk 1L,Dairy,4701,38,178638
2024-12-03,Yoghurt 500ml,Dairy,3054,197,601638
2024-12-03,Butter 250g,Dairy,3394,16,54304
2024-12-03,Cheese 200g,Dairy,3891,168,653688
2024-12-03,Coke 50cl,Beverages,4053,155,628215
2024-12-03,Pepsi 50cl,Beverages,1807,10,18070
2024-12-03,Malt 33cl,Beverages,3438,24,82512
2024-12-03,Juice 1L,Beverages,4836,168,812448
2024-12-03,Biscuits Pack,Snacks,1889,62,117118
2024-12-03,Chin Chin 500g,Snacks,1343,26,34918
2024-12-03,Plantain Chips 200g,Snacks,237,84,19908
2024-12-03,Groundnut 500g,Snacks,1852,88,162976
2024-12-03,Chicken 1kg,Proteins,4382,189,828198
2024-12-03,Beef 1kg,Proteins,3275,143,468325
2024-12-03,Fish 1kg,Proteins,637,52,33124
2024-12-03,Eggs Crate,Proteins,2978,176,524128
2024-12-03,Detergent 1kg,Household,868,171,148428
2024-12-03,Soap Bar,Household,2667,124,330708
2024-12-03,Toothpaste 100ml,Household,4310,182,784420
2024-12-03,Tissue Roll Pack,Household,4667,129,602043
2024-12-04,Rice 5kg,Grains,3574,73,260902
2024-12-04,Beans 2kg,Grains,3708,13,48204
2024-12-04,Maize Flour 1kg,Grains,2170,36,78120
2024-12-04,Garri 2kg,Grains,3557,109,387713
2024-12-04,Tomatoes 1kg,Vegetables,248,88,21824
2024-12-04,Onions 1kg,Vegetables,4629,49,226821
2024-12-04,Pepper 0.5kg,Vegetables,2570,114,292980
2024-12-04,Spinach Bunch,Vegetables,3650,172,627800
2024-12-04,Milk 1L,Dairy,3900,37,144300
2024-12-04,Yoghurt 500ml,Dairy,1277,191,243907
2024-12-04,Butter 250g,Dairy,2423,93,225339
2024-12-04,Cheese 200g,Dairy,867,57,49419
2024-12-04,Coke 50cl,Beverages,438,49,21462
2024-12-04,Pepsi 50cl,Beverages,4206,18,75708
2024-12-04,Malt 33cl,Beverages,1672,106,177232
2024-12-04,Juice 1L,Beverages,2816,198,557568
2024-12-04,Biscuits Pack,Snacks,3411,167,569637
2024-12-04,Chin Chin 500g,Snacks,4918,66,324588
2024-12-04,Plantain Chips 200g,Snacks,4814,192,924288
2024-12-04,Groundnut 500g,Snacks,1897,17,32249
2024-12-04,Chicken 1kg,Proteins,3754,12,45048
2024-12-04,Beef 1kg,Proteins,3397,83,281951
2024-12-04,Fish 1kg,Proteins,2277,116,264132
2024-12-04,Eggs Crate,Proteins,1793,131,234883
2024-12-04,Detergent 1kg,Household,3072,132,405504
2024-12-04,Soap Bar,Household,1818,195,354510
2024-12-04,Toothpaste 100ml,Household,1617,85,137445
2024-12-04,Tissue Roll Pack,Household,3927,65,255255
2024-12-05,Rice 5kg,Grains,405,36,14580
2024-12-05,Beans 2kg,Grains,4677,105,491085
2024-12-05,Maize Flour 1kg,Grains,3958,121,478918
2024-12-05,Garri 2kg,Grains,968,59,57112
2024-12-05,Tomatoes 1kg,Vegetables,2766,156,431496
2024-12-05,Onions 1kg,Vegetables,2211,80,176880
2024-12-05,Pepper 0.5kg,Vegetables,2596,166,430936
2024-12-05,Spinach Bunch,Vegetables,4435,84,372540
2024-12-05,Milk 1L,Dairy,831,172,142932
2024-12-05,Yoghurt 500ml,Dairy,3946,150,591900
2024-12-05,Butter 250g,Dairy,2293,30,68790
2024-12-05,Cheese 200g,Dairy,373,74,27602
2024-12-05,Coke 50cl,Beverages,2027,24,48648
2024-12-05,Pepsi 50cl,Beverages,2038,158,322004
2024-12-05,Malt 33cl,Beverages,4767,39,185913
2024-12-05,Juice 1L,Beverages,4596,39,179244
2024-12-05,Biscuits Pack,Snacks,1999,64,127936
2024-12-05,Chin Chin 500g,Snacks,1974,56,110544
2024-12-05,Plantain Chips 200g,Snacks,2027,160,324320
2024-12-05,Groundnut 500g,Snacks,3423,136,465528
2024-12-05,Chicken 1kg,Proteins,4191,148,620268
2024-12-05,Beef 1kg,Proteins,1143,157,179451
2024-12-05,Fish 1kg,Proteins,3987,11,43857
2024-12-05,Eggs Crate,Proteins,2958,21,62118
2024-12-05,Detergent 1kg,Household,3189,126,401814
2024-12-05,Soap Bar,Household,3066,175,536550
2024-12-05,Toothpaste 100ml,Household,2037,185,376845
2024-12-05,Tissue Roll Pack,Household,3862,80,308960
2024-12-06,Rice 5kg,Grains,3896,148,576608
2024-12-06,Beans 2kg,Grains,2804,190,532760
2024-12-06,Maize Flour 1kg,Grains,1157,20,23140
2024-12-06,Garri 2kg,Grains,4981,160,796960
2024-12-06,Tomatoes 1kg,Vegetables,1561,178,277858
2024-12-06,Onions 1kg,Vegetables,1996,108,215568
2024-12-06,Pepper 0.5kg,Vegetables,3653,44,160732
2024-12-06,Spinach Bunch,Vegetables,1740,89,154860
